"","AIDS.Report.Number","Aircraft.Damage","Primary.Flight.Type"
"19822","19820417017189I","MINOR","PERSONAL"
"19823","19820419015209I","MINOR","ILLEGAL"
"19824","19820421017329I","MINOR","AIR TAXI"
"19825","19820421031169I","MINOR","PERSONAL"
"19826","19820424021449I","MINOR","PERSONAL"
"19827","19820427016499I","MINOR","SCHEDULED AIR CARRIER"
"19828","19820427017359I","MINOR","PERSONAL"
"19829","19820428037489I","MINOR","AIR TAXI"
"19830","19820428040549I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19831","19820429039219I","MINOR","ILLEGAL"
"19832","19820506018399I","MINOR","SCHEDULED AIR CARRIER"
"19833","19820507022389I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19834","19820507022939I","MINOR","SCHEDULED AIR CARRIER"
"19835","19820507029219I","MINOR","PERSONAL"
"19836","19820514047939I","MINOR","PERSONAL"
"19837","19820517022909I","MINOR","SCHEDULED AIR CARRIER"
"19838","19820517024319I","MINOR","PERSONAL"
"19839","19820518023589I","MINOR","SCHEDULED AIR CARRIER"
"19840","19820519029319I","MINOR","AIR TAXI"
"19841","19820522025659I","MINOR","SCHEDULED AIR CARRIER"
"19842","19820523063989I","MINOR","AIR TAXI"
"19843","19820525025469I","MINOR","SCHEDULED AIR CARRIER"
"19844","19820525035639I","MINOR","SCHEDULED AIR CARRIER"
"19845","19820526036529I","MINOR","SCHEDULED AIR CARRIER"
"19846","19820526037409I","MINOR","PERSONAL"
"19847","19820529037529I","SUBSTANTIAL","PERSONAL"
"19848","19820602029639I","MINOR","SCHEDULED AIR CARRIER"
"19849","19820612030739I","MINOR","PERSONAL"
"19850","19820619033469I","MINOR","SCHEDULED AIR CARRIER"
"19851","19820624033279I","MINOR","PERSONAL"
"19852","19820624070319I","SUBSTANTIAL","PERSONAL"
"19853","19820625059019I","MINOR","SCHEDULED AIR CARRIER"
"19854","19820701036289I","MINOR","PERSONAL"
"19855","19820702044819I","MINOR","AIR TAXI"
"19856","19820705036889I","MINOR","SCHEDULED AIR CARRIER"
"19857","19820710036869I","MINOR","SCHEDULED AIR CARRIER"
"19858","19820711064109I","MINOR","SCHEDULED AIR CARRIER"
"19859","19820712049219I","MINOR","PERSONAL"
"19860","19820714042879I","MINOR","SCHEDULED AIR CARRIER"
"19861","19820717037429I","MINOR","PERSONAL"
"19862","19820728040759I","MINOR","SCHEDULED AIR CARRIER"
"19863","19820805049609I","MINOR","BUSINESS"
"19864","19820806067809I","SUBSTANTIAL","PERSONAL"
"19865","19820810043169I","MINOR","SCHEDULED AIR CARRIER"
"19866","19820810045929I","MINOR","PERSONAL"
"19867","19820817046339I","MINOR","AIR TAXI"
"19868","19820819067139I","MINOR","ILLEGAL"
"19869","19820820049969I","MINOR","PERSONAL"
"19870","19820821047679I","MINOR","SCHEDULED AIR CARRIER"
"19871","19820821047859I","MINOR","PERSONAL"
"19872","19820822048319I","MINOR","SCHEDULED AIR CARRIER"
"19873","19820823046209I","MINOR","SCHEDULED AIR CARRIER"
"19874","19820824046059I","MINOR","SCHEDULED AIR CARRIER"
"19875","19820827046809I","MINOR","SCHEDULED AIR CARRIER"
"19876","19820830046299I","MINOR","SCHEDULED AIR CARRIER"
"19877","19820830048239I","MINOR","SCHEDULED AIR CARRIER"
"19878","19820831057149I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19879","19820902052769I","MINOR","SCHEDULED AIR CARRIER"
"19880","19820902061279I","MINOR","SCHEDULED AIR CARRIER"
"19881","19820903050589I","MINOR","PERSONAL"
"19882","19820906058839I","MINOR","PERSONAL"
"19883","19820907052759I","MINOR","SCHEDULED AIR CARRIER"
"19884","19820910051459I","MINOR","SCHEDULED AIR CARRIER"
"19885","19820917052559I","MINOR","SCHEDULED AIR CARRIER"
"19886","19820920061019I","MINOR","AIR TAXI"
"19887","19820922053979I","MINOR","ILLEGAL"
"19888","19820923052789I","MINOR","SCHEDULED AIR CARRIER"
"19889","19820924053929I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19890","19820926054179I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19891","19820926065109I","MINOR","PERSONAL"
"19892","19820926066529I","MINOR","PERSONAL"
"19893","19820927052779I","MINOR","SCHEDULED AIR CARRIER"
"19894","19820928055589I","MINOR","SCHEDULED AIR CARRIER"
"19895","19820930062029I","MINOR","AIR TAXI"
"19896","19821003058859I","MINOR","PERSONAL"
"19897","19821009057139I","SUBSTANTIAL","PERSONAL"
"19898","19821013061349I","MINOR","SCHEDULED AIR CARRIER"
"19899","19821014060939I","MINOR","SCHEDULED AIR CARRIER"
"19900","19821014062179I","MINOR","SCHEDULED AIR CARRIER"
"19901","19821018058829I","MINOR","SCHEDULED AIR CARRIER"
"19902","19821023062169I","MINOR","SCHEDULED AIR CARRIER"
"19903","19821023065159I","MINOR","SCHEDULED AIR CARRIER"
"19904","19821026061509I","MINOR","SCHEDULED AIR CARRIER"
"19905","19821027063959I","MINOR","SCHEDULED AIR CARRIER"
"19906","19821029061199I","MINOR","PERSONAL"
"19907","19821104065279I","MINOR","SCHEDULED AIR CARRIER"
"19908","19821107063299I","MINOR","SCHEDULED AIR CARRIER"
"19909","19821107066239I","MINOR","SCHEDULED AIR CARRIER"
"19910","19821108066009I","MINOR","AIR TAXI"
"19911","19821110065529I","MINOR","SCHEDULED AIR CARRIER"
"19912","19821112066249I","MINOR","SCHEDULED AIR CARRIER"
"19913","19821112066299I","MINOR","SCHEDULED AIR CARRIER"
"19914","19821116070209I","MINOR","SCHEDULED AIR CARRIER"
"19915","19821119065919I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19916","19821127066219I","MINOR","SCHEDULED AIR CARRIER"
"19917","19821128065929I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19918","19821128066259I","MINOR","SCHEDULED AIR CARRIER"
"19919","19821202066209I","MINOR","SCHEDULED AIR CARRIER"
"19920","19821208067859I","MINOR","SCHEDULED AIR CARRIER"
"19921","19821210065339I","MINOR","SCHEDULED AIR CARRIER"
"19922","19821212068789I","MINOR","PERSONAL"
"19923","19821217066399I","MINOR","SCHEDULED AIR CARRIER"
"19924","19821217067399I","MINOR","PERSONAL"
"19925","19821220068819I","MINOR","SCHEDULED AIR CARRIER"
"19926","19821222067169I","MINOR","SCHEDULED AIR CARRIER"
"19927","19821222070509I","MINOR","SCHEDULED AIR CARRIER"
"19928","19821223066439I","MINOR","SCHEDULED AIR CARRIER"
"19929","19821224036239I","MINOR","SCHEDULED AIR CARRIER"
"19930","19821227069809I","MINOR","PERSONAL"
"19931","19821228066549I","MINOR","SCHEDULED AIR CARRIER"
"19932","19821228068739I","MINOR","SCHEDULED AIR CARRIER"
"19933","19830101007342I","MINOR","PERSONAL"
"19934","19830104002449I","MINOR","SCHEDULED AIR CARRIER"
"19935","19830106023849I","MINOR","SCHEDULED AIR CARRIER"
"19936","19830107002459I","MINOR","SCHEDULED AIR CARRIER"
"19937","19830113002469I","MINOR","SCHEDULED AIR CARRIER"
"19938","19830113002479I","MINOR","SCHEDULED AIR CARRIER"
"19939","19830115003999I","MINOR","PERSONAL"
"19940","19830116003419I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19941","19830117004739I","MINOR","SCHEDULED AIR CARRIER"
"19942","19830117007879I","MINOR","SCHEDULED AIR CARRIER"
"19943","19830119003429I","MINOR","SCHEDULED AIR CARRIER"
"19944","19830124013689I","MINOR","BUSINESS"
"19945","19830125004769I","SUBSTANTIAL","AIR TAXI"
"19946","19830126006029I","MINOR","PERSONAL"
"19947","19830126007009I","SUBSTANTIAL","PERSONAL"
"19948","19830128004329I","MINOR","ILLEGAL"
"19949","19830131010879I","MINOR","SCHEDULED AIR CARRIER"
"19950","19830204006579I","MINOR","PERSONAL"
"19951","19830204009469I","MINOR","SCHEDULED AIR CARRIER"
"19952","19830208019529I","MINOR","PERSONAL"
"19953","19830209020199I","MINOR","SCHEDULED AIR CARRIER"
"19954","19830212007659I","MINOR","SCHEDULED AIR CARRIER"
"19955","19830214007769I","MINOR","SCHEDULED AIR CARRIER"
"19956","19830215011549I","MINOR","SCHEDULED AIR CARRIER"
"19957","19830216008949I","MINOR","PERSONAL"
"19958","19830217010849I","MINOR","SCHEDULED AIR CARRIER"
"19959","19830219014889I","MINOR","BUSINESS"
"19960","19830220024449I","SUBSTANTIAL","PERSONAL"
"19961","19830222011479I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19962","19830224009449I","MINOR","SCHEDULED AIR CARRIER"
"19963","19830224015529I","MINOR","PERSONAL"
"19964","19830303013379I","MINOR","PERSONAL"
"19965","19830303033499I","MINOR","AIR TAXI"
"19966","19830304011969I","MINOR","SCHEDULED AIR CARRIER"
"19967","19830304037699I","MINOR","PERSONAL"
"19968","19830308012279I","MINOR","SCHEDULED AIR CARRIER"
"19969","19830308017819I","MINOR","SCHEDULED AIR CARRIER"
"19970","19830311011439I","MINOR","SCHEDULED AIR CARRIER"
"19971","19830311012269I","MINOR","SCHEDULED AIR CARRIER"
"19972","19830311023129I","MINOR","PERSONAL"
"19973","19830314017789I","MINOR","SCHEDULED AIR CARRIER"
"19974","19830319017739I","MINOR","SCHEDULED AIR CARRIER"
"19975","19830321012249I","MINOR","SCHEDULED AIR CARRIER"
"19976","19830321012289I","MINOR","SCHEDULED AIR CARRIER"
"19977","19830321031629I","MINOR","BUSINESS"
"19978","19830330075649I","SUBSTANTIAL","PERSONAL"
"19979","19830406018529I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19980","19830407017809I","MINOR","SCHEDULED AIR CARRIER"
"19981","19830411021109I","MINOR","SCHEDULED AIR CARRIER"
"19982","19830413018389I","SUBSTANTIAL","AIR TAXI"
"19983","19830415017609I","MINOR","PERSONAL"
"19984","19830415018509I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"19985","19830416020069I","MINOR","SCHEDULED AIR CARRIER"
"19986","19830420020979I","MINOR","SCHEDULED AIR CARRIER"
"19987","19830421019979I","MINOR","SCHEDULED AIR CARRIER"
"19988","19830422023199I","MINOR","SCHEDULED AIR CARRIER"
"19989","19830423020179I","MINOR","SCHEDULED AIR CARRIER"
"19990","19830426024119I","MINOR","SCHEDULED AIR CARRIER"
"19991","19830501019249I","MINOR","AIR TAXI"
"19992","19830505032279I","MINOR","SCHEDULED AIR CARRIER"
"19993","19830510023619I","MINOR","SCHEDULED AIR CARRIER"
"19994","19830511024379I","MINOR","AIR TAXI"
"19995","19830512031149I","MINOR","SCHEDULED AIR CARRIER"
"19996","19830521028699I","MINOR","SCHEDULED AIR CARRIER"
"19997","19830523030499I","MINOR","SCHEDULED AIR CARRIER"
"19998","19830524033289I","MINOR","SCHEDULED AIR CARRIER"
"19999","19830526067799I","MINOR","PERSONAL"
"20000","19830527031099I","MINOR","SCHEDULED AIR CARRIER"
"20001","19830527031999I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20002","19830529032599I","MINOR","PERSONAL"
"20003","19830529033379I","MINOR","PERSONAL"
"20004","19830529033649I","MINOR","PERSONAL"
"20005","19830530030409I","MINOR","SCHEDULED AIR CARRIER"
"20006","19830530030479I","MINOR","SCHEDULED AIR CARRIER"
"20007","19830531031069I","MINOR","SCHEDULED AIR CARRIER"
"20008","19830531046169I","MINOR","AIR TAXI"
"20009","19830602032369I","MINOR","SCHEDULED AIR CARRIER"
"20010","19830604047619I","MINOR","PERSONAL"
"20011","19830611061249I","MINOR","PERSONAL"
"20012","19830612035089I","MINOR","SCHEDULED AIR CARRIER"
"20013","19830612043409I","MINOR","PERSONAL"
"20014","19830613036009I","MINOR","SCHEDULED AIR CARRIER"
"20015","19830614030489I","MINOR","SCHEDULED AIR CARRIER"
"20016","19830615030389I","MINOR","SCHEDULED AIR CARRIER"
"20017","19830615034979I","MINOR","ILLEGAL"
"20018","19830616032779I","MINOR","SCHEDULED AIR CARRIER"
"20019","19830616032799I","MINOR","SCHEDULED AIR CARRIER"
"20020","19830616074599I","MINOR","SCHEDULED AIR CARRIER"
"20021","19830617030379I","MINOR","SCHEDULED AIR CARRIER"
"20022","19830619075609I","SUBSTANTIAL","PERSONAL"
"20023","19830620035399I","MINOR","SCHEDULED AIR CARRIER"
"20024","19830620076152I","MINOR","SCHEDULED AIR CARRIER"
"20025","19830621035179I","MINOR","SCHEDULED AIR CARRIER"
"20026","19830622033299I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20027","19830623040149I","MINOR","BUSINESS"
"20028","19830702038569I","MINOR","BUSINESS"
"20029","19830702042589I","MINOR","SCHEDULED AIR CARRIER"
"20030","19830703045809I","MINOR","PERSONAL"
"20031","19830704033959I","MINOR","SCHEDULED AIR CARRIER"
"20032","19830704040009I","MINOR","SCHEDULED AIR CARRIER"
"20033","19830705035999I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20034","19830708040029I","MINOR","SCHEDULED AIR CARRIER"
"20035","19830709040219I","MINOR","SCHEDULED AIR CARRIER"
"20036","19830710061699I","MINOR","PERSONAL"
"20037","19830711038519I","MINOR","SCHEDULED AIR CARRIER"
"20038","19830712038919I","MINOR","SCHEDULED AIR CARRIER"
"20039","19830713043809I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20040","19830715044119I","MINOR","SCHEDULED AIR CARRIER"
"20041","19830716046909I","MINOR","SCHEDULED AIR CARRIER"
"20042","19830722042699I","MINOR","BUSINESS"
"20043","19830729061669I","MINOR","AIR TAXI"
"20044","19830730042649I","MINOR","SCHEDULED AIR CARRIER"
"20045","19830730042829I","MINOR","SCHEDULED AIR CARRIER"
"20046","19830730067139I","MINOR","PERSONAL"
"20047","19830802051819I","SUBSTANTIAL","PERSONAL"
"20048","19830805045759I","MINOR","SCHEDULED AIR CARRIER"
"20049","19830807042849I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20050","19830807044149I","MINOR","AIR TAXI"
"20051","19830808044079I","MINOR","SCHEDULED AIR CARRIER"
"20052","19830808046839I","MINOR","SCHEDULED AIR CARRIER"
"20053","19830808062479I","MINOR","PERSONAL"
"20054","19830808062489I","MINOR","SCHEDULED AIR CARRIER"
"20055","19830812061969I","MINOR","PERSONAL"
"20056","19830816047509I","MINOR","PERSONAL"
"20057","19830817046769I","MINOR","SCHEDULED AIR CARRIER"
"20058","19830817060859I","MINOR","SCHEDULED AIR CARRIER"
"20059","19830818049829I","MINOR","SCHEDULED AIR CARRIER"
"20060","19830830049939I","MINOR","SCHEDULED AIR CARRIER"
"20061","19830831068119I","MINOR","PERSONAL"
"20062","19830902049799I","MINOR","PERSONAL"
"20063","19830902052059I","MINOR","PERSONAL"
"20064","19830905050599I","MINOR","SCHEDULED AIR CARRIER"
"20065","19830905063289I","MINOR","SCHEDULED AIR CARRIER"
"20066","19830908053829I","MINOR","PERSONAL"
"20067","19830908073649I","MINOR","PERSONAL"
"20068","19830909053249I","MINOR","SCHEDULED AIR CARRIER"
"20069","19830912053419I","MINOR","SCHEDULED AIR CARRIER"
"20070","19830913053899I","MINOR","SCHEDULED AIR CARRIER"
"20071","19830915067239I","MINOR","SCHEDULED AIR CARRIER"
"20072","19830915067249I","MINOR","SCHEDULED AIR CARRIER"
"20073","19830925074961I","MINOR","PERSONAL"
"20074","19831005060869I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20075","19831006067329I","MINOR","SCHEDULED AIR CARRIER"
"20076","19831007066249I","MINOR","SCHEDULED AIR CARRIER"
"20077","19831017066959I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20078","19831018067069I","MINOR","PERSONAL"
"20079","19831018069549I","SUBSTANTIAL","PERSONAL"
"20080","19831019074909I","MINOR","SCHEDULED AIR CARRIER"
"20081","19831021069179I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20082","19831021069829I","SUBSTANTIAL","AIR TAXI"
"20083","19831027068649I","MINOR","SCHEDULED AIR CARRIER"
"20084","19831027068669I","MINOR","SCHEDULED AIR CARRIER"
"20085","19831028068699I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20086","19831102069159I","MINOR","SCHEDULED AIR CARRIER"
"20087","19831104069139I","MINOR","SCHEDULED AIR CARRIER"
"20088","19831106069119I","MINOR","SCHEDULED AIR CARRIER"
"20089","19831107069099I","MINOR","SCHEDULED AIR CARRIER"
"20090","19831108069069I","MINOR","SCHEDULED AIR CARRIER"
"20091","19831108069079I","MINOR","SCHEDULED AIR CARRIER"
"20092","19831111060799I","SUBSTANTIAL","AIR TAXI"
"20093","19831111073929I","MINOR","PERSONAL"
"20094","19831111075019I","MINOR","SCHEDULED AIR CARRIER"
"20095","19831119071699I","MINOR","PERSONAL"
"20096","19831125075709I","MINOR","PERSONAL"
"20097","19831126068911I","MINOR","SCHEDULED AIR CARRIER"
"20098","19831126076152I","MINOR","PERSONAL"
"20099","19831127068909I","MINOR","SCHEDULED AIR CARRIER"
"20100","19831201069419I","MINOR","SCHEDULED AIR CARRIER"
"20101","19831203069879I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20102","19831207072079I","MINOR","SCHEDULED AIR CARRIER"
"20103","19831209069819I","MINOR","SCHEDULED AIR CARRIER"
"20104","19831213072189I","MINOR","ILLEGAL"
"20105","19831214069659I","MINOR","SCHEDULED AIR CARRIER"
"20106","19831214069669I","MINOR","SCHEDULED AIR CARRIER"
"20107","19831214074609I","MINOR","SCHEDULED AIR CARRIER"
"20108","19831216069609I","MINOR","SCHEDULED AIR CARRIER"
"20109","19831219070109I","MINOR","AIR TAXI"
"20110","19831220073919I","MINOR","BUSINESS"
"20111","19831229065069I","MINOR","SCHEDULED AIR CARRIER"
"20112","19831230073479I","MINOR","PERSONAL"
"20113","19840103002709I","MINOR","SCHEDULED AIR CARRIER"
"20114","19840103002719I","MINOR","SCHEDULED AIR CARRIER"
"20115","19840104002769I","MINOR","PERSONAL"
"20116","19840106002829I","MINOR","SCHEDULED AIR CARRIER"
"20117","19840110002329I","MINOR","ILLEGAL"
"20118","19840112011419I","DESTROYED","ILLEGAL"
"20119","19840121015329I","MINOR","PERSONAL"
"20120","19840121025549I","MINOR","SCHEDULED AIR CARRIER"
"20121","19840123013069I","MINOR","SCHEDULED AIR CARRIER"
"20122","19840125002619I","MINOR","AIR TAXI"
"20123","19840125011819I","MINOR","SCHEDULED AIR CARRIER"
"20124","19840127010679I","MINOR","PERSONAL"
"20125","19840204010089I","MINOR","PERSONAL"
"20126","19840204010149I","MINOR","PERSONAL"
"20127","19840210010779I","MINOR","SCHEDULED AIR CARRIER"
"20128","19840211052209I","MINOR","PERSONAL"
"20129","19840213009259I","MINOR","PERSONAL"
"20130","19840214010999I","MINOR","SCHEDULED AIR CARRIER"
"20131","19840215011289I","MINOR","SCHEDULED AIR CARRIER"
"20132","19840216011519I","MINOR","SCHEDULED AIR CARRIER"
"20133","19840217011549I","MINOR","SCHEDULED AIR CARRIER"
"20134","19840220050211I","MINOR","PERSONAL"
"20135","19840220050212I","MINOR","PERSONAL"
"20136","19840226031229I","MINOR","PERSONAL"
"20137","19840228012329I","MINOR","BUSINESS"
"20138","19840228012349I","MINOR","SCHEDULED AIR CARRIER"
"20139","19840310022409I","MINOR","SCHEDULED AIR CARRIER"
"20140","19840313026939I","MINOR","PERSONAL"
"20141","19840317012709I","MINOR","SCHEDULED AIR CARRIER"
"20142","19840320012779I","MINOR","SCHEDULED AIR CARRIER"
"20143","19840320012799I","MINOR","SCHEDULED AIR CARRIER"
"20144","19840401026929I","MINOR","PERSONAL"
"20145","19840403023789I","MINOR","SCHEDULED AIR CARRIER"
"20146","19840404015229I","MINOR","SCHEDULED AIR CARRIER"
"20147","19840408020079I","MINOR","PERSONAL"
"20148","19840410023949I","MINOR","SCHEDULED AIR CARRIER"
"20149","19840410035069I","MINOR","PERSONAL"
"20150","19840412022209I","MINOR","SCHEDULED AIR CARRIER"
"20151","19840412075559I","MINOR","SCHEDULED AIR CARRIER"
"20152","19840413022379I","MINOR","SCHEDULED AIR CARRIER"
"20153","19840414027019I","MINOR","SCHEDULED AIR CARRIER"
"20154","19840414027919I","MINOR","SCHEDULED AIR CARRIER"
"20155","19840419020829I","MINOR","SCHEDULED AIR CARRIER"
"20156","19840419020869I","MINOR","SCHEDULED AIR CARRIER"
"20157","19840419020889I","MINOR","SCHEDULED AIR CARRIER"
"20158","19840419022539I","MINOR","SCHEDULED AIR CARRIER"
"20159","19840424021009I","MINOR","SCHEDULED AIR CARRIER"
"20160","19840424031449I","MINOR","PERSONAL"
"20161","19840425020819I","MINOR","SCHEDULED AIR CARRIER"
"20162","19840427022399I","MINOR","SCHEDULED AIR CARRIER"
"20163","19840429020709I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20164","19840430020909I","MINOR","SCHEDULED AIR CARRIER"
"20165","19840502022109I","MINOR","SCHEDULED AIR CARRIER"
"20166","19840503021539I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20167","19840503036879I","MINOR","PERSONAL"
"20168","19840511022559I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20169","19840512027859I","MINOR","PERSONAL"
"20170","19840514053659I","MINOR","SCHEDULED AIR CARRIER"
"20171","19840515028179I","MINOR","SCHEDULED AIR CARRIER"
"20172","19840517028639I","MINOR","SCHEDULED AIR CARRIER"
"20173","19840519042289I","MINOR","PERSONAL"
"20174","19840519055799I","MINOR","BUSINESS"
"20175","19840522024629I","MINOR","PERSONAL"
"20176","19840524038659I","MINOR","AIR TAXI"
"20177","19840528031699I","MINOR","SCHEDULED AIR CARRIER"
"20178","19840530035149I","MINOR","SCHEDULED AIR CARRIER"
"20179","19840602031729I","MINOR","SCHEDULED AIR CARRIER"
"20180","19840603029189I","MINOR","SCHEDULED AIR CARRIER"
"20181","19840603072979I","MINOR","ILLEGAL"
"20182","19840606032069I","MINOR","SCHEDULED AIR CARRIER"
"20183","19840610045779I","MINOR","SCHEDULED AIR CARRIER"
"20184","19840611052259I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20185","19840611056059I","MINOR","PERSONAL"
"20186","19840612036189I","SUBSTANTIAL","SCHEDULED AIR CARRIER"
"20187","19840617042649I","MINOR","SCHEDULED AIR CARRIER"
"20188","19840620032119I","MINOR","PERSONAL"
"20189","19840622044929I","MINOR","PERSONAL"
"20190","19840626035379I","MINOR","SCHEDULED AIR CARRIER"
"20191","19840627032059I","SUBSTANTIAL","AIR TAXI"
"20192","19840628035419I","MINOR","PERSONAL"
"20193","19840630057049I","MINOR","PERSONAL"
"20194","19840704036029I","MINOR","SCHEDULED AIR CARRIER"
"20195","19840705068729I","MINOR","SCHEDULED AIR CARRIER"
"20196","19840706038809I","MINOR","SCHEDULED AIR CARRIER"
"20197","19840711039469I","MINOR","PERSONAL"
"20198","19840712038899I","MINOR","SCHEDULED AIR CARRIER"
